edu.cmu.cs.mvelezce.perf.debug.config.core.Task.allocateSpace,2.50 seconds
edu.cmu.cs.mvelezce.perf.debug.config.core.Task.clean,0.70 seconds
edu.cmu.cs.mvelezce.perf.debug.config.core.Task.populate,1.50 seconds
